ID,F37,F41,F2,F17,F22,F32,F47
242206,1,2,0,9,131,0,0
242207,2,1,0,9,995,0,0
242208,1,2,0,9,995,0,0
242209,1,1,0,9,1,12,1
242210,1,1,0,9,995,0,0
242211,1,1,0,9,995,0,0
242212,1,2,0,9,995,0,0
242213,1,2,0,9,119,0,0
242214,1,1,0,9,995,0,0
242215,3,1,0,9,1,0,0
242216,1,2,0,9,1,0,0
242217,1,1,0,9,119,0,0
242218,1,1,0,9,995,0,0
242219,1,2,0,4,125,0,0
242220,1,2,0,9,995,0,0
242221,1,1,0,9,108,0,0
242222,1,2,0,9,995,0,0
242223,1,1,0,9,995,0,0
242224,1,1,0,9,5,0,0
242225,1,1,0,9,39,0,0
242226,1,1,0,9,995,0,0
242227,1,1,0,9,11,0,0
242228,1,2,0,9,995,0,0
242229,1,1,0,9,995,0,0
242230,1,2,0,9,995,0,0
242231,1,1,0,9,1,0,0
242232,1,1,0,9,11,0,0
242233,3,1,0,9,995,0,0
242234,1,2,0,9,995,0,0
242235,1,2,0,9,995,0,0
242236,1,2,0,9,995,0,0
242237,2,2,0,9,995,0,0
242238,1,1,0,9,11,0,0
242239,2,1,0,6,129,0,0
242240,1,2,0,9,995,0,0
242241,1,2,0,9,995,0,0
242242,1,1,0,4,995,0,0
242243,1,2,0,9,995,0,0
242244,1,2,0,9,995,0,0
242245,1,1,0,9,995,0,0
242246,1,1,0,9,128,0,0
242247,1,1,0,9,995,0,0
242248,1,2,0,9,995,0,0
242249,1,1,0,9,11,0,0
242250,1,2,0,9,995,0,0
242251,1,1,0,9,91,0,0
242252,3,2,0,9,1,0,0
242253,1,2,0,9,124,0,0
242254,1,1,0,9,995,0,0
242255,1,1,0,9,11,0,0
242256,1,2,0,9,995,0,0
242257,1,2,0,9,995,0,0
242258,1,2,0,9,995,0,0
242259,1,1,0,9,34,0,0
242260,1,2,0,9,995,0,0
242261,1,1,0,9,995,0,0
242262,1,2,0,9,995,0,0
242263,2,2,0,9,995,0,0
242264,1,1,0,9,1,0,0
242265,1,1,0,9,11,0,0
242266,1,2,0,9,995,0,0
242267,1,2,0,9,995,0,0
242268,1,1,0,9,11,0,0
242269,1,1,0,9,995,0,0
242270,1,2,0,9,995,0,0
242271,1,2,0,9,995,0,0
242272,1,1,0,9,1,0,0
242273,1,1,0,9,995,0,0
242274,1,2,0,9,11,0,0
242275,1,1,0,9,1,0,0
242276,1,2,0,9,995,0,0
242277,1,1,0,9,87,0,0
242278,1,2,0,9,995,0,0
242279,3,1,0,9,1,0,0
242280,1,1,0,9,11,0,0
242281,1,2,0,9,995,0,0
242282,1,2,0,9,995,0,0
242283,1,1,0,9,91,0,0
242284,3,1,0,9,995,0,0
242285,1,2,0,9,995,0,0
242286,1,2,0,9,995,0,0
242287,3,1,0,9,1,0,0
242288,1,2,0,9,995,0,0
242289,1,1,0,9,124,0,0
242290,2,1,0,9,100,0,0
242291,1,1,0,9,1,0,0
242292,1,1,0,9,995,0,0
242293,1,2,0,9,118,0,0
242294,1,1,0,9,111,0,0
242295,1,2,0,9,995,0,0
242296,1,1,0,9,34,0,0
242297,1,1,0,9,99,0,0
242298,1,2,0,9,125,0,0
242299,3,1,0,9,995,0,0
242300,3,1,0,9,995,0,0
242301,1,1,0,9,995,0,0
242302,1,2,0,9,118,0,0
242303,1,2,0,9,995,0,0
242304,1,1,0,9,1,0,0
242305,1,1,0,9,995,0,0
242306,1,2,0,9,995,0,0
242307,1,2,0,9,125,0,0
242308,1,1,0,9,131,0,0
242309,1,2,0,9,995,0,0
242310,1,1,0,9,995,0,0
242311,2,1,0,9,17,0,0
242312,1,2,0,9,995,0,0
242313,1,1,0,0,117,0,0
242314,1,1,0,9,995,0,0
242315,1,1,0,9,90,0,0
242316,3,1,0,9,995,0,0
242317,1,2,0,9,995,0,0
242318,1,1,0,9,12,0,0
242319,1,2,0,9,995,0,0
242320,1,1,0,9,995,0,0
242321,1,2,0,9,995,0,0
242322,1,1,0,9,995,0,0
242323,1,2,0,9,995,0,0
242324,1,1,0,9,1,0,0
242325,1,1,0,9,100,0,0
242326,1,1,0,9,5,0,0
242327,2,2,0,9,119,0,0
242328,1,2,0,9,995,0,0
242329,1,1,0,9,995,0,0
242330,1,2,0,9,995,0,0
242331,1,1,0,9,995,0,0
242332,1,1,0,9,995,0,0
242333,1,2,0,9,84,0,0
242334,1,2,0,9,995,0,0
242335,1,1,0,9,116,0,0
242336,1,2,0,9,995,0,0
242337,1,1,0,9,11,0,0
242338,1,1,0,9,131,0,0
242339,1,2,0,9,995,0,0
242340,1,1,0,9,995,0,0
242341,1,1,0,9,995,0,0
242342,1,2,0,9,995,0,0
242343,1,2,0,9,995,0,0
242344,3,2,0,9,995,0,0
242345,1,1,0,9,11,0,0
242346,1,1,0,9,131,0,0
242347,1,2,0,9,995,0,0
242348,1,2,0,9,995,0,0
242349,1,1,0,9,995,0,0
242350,1,1,0,9,11,0,0
242351,1,2,0,9,995,0,0
242352,1,2,0,9,995,0,0
242353,1,1,0,9,995,0,0
242354,1,1,0,9,995,0,0
242355,3,1,0,9,11,0,0
242356,1,1,0,9,1,0,0
242357,1,2,0,9,995,0,0
242358,3,1,0,9,1,0,0
242359,1,1,0,9,11,0,0
242360,1,1,0,9,124,0,0
242361,1,2,0,9,995,0,0
242362,1,2,0,9,93,0,0
242363,1,1,0,9,102,0,0
242364,1,2,0,9,995,0,0
242365,1,2,0,9,995,0,0
242366,1,1,0,9,91,0,0
242367,1,2,0,9,995,0,0
242368,3,2,0,9,995,0,0
242369,1,1,0,9,995,0,0
242370,1,2,0,9,995,0,0
242371,3,2,0,9,995,0,0
242372,1,2,0,9,995,0,0
242373,1,1,0,9,12,0,0
242374,1,1,0,9,995,0,0
242375,1,2,0,9,995,0,0
242376,1,1,0,9,1,0,0
242377,1,2,0,9,995,0,0
242378,1,1,0,9,11,0,0
242379,1,1,0,9,1,0,0
242380,1,2,0,9,995,0,0
242381,1,2,0,9,995,0,0
242382,1,2,0,9,995,0,0
242383,1,2,0,9,995,0,0
242384,1,1,0,9,995,0,0
242385,1,1,0,9,995,0,0
242386,1,2,0,9,1,0,0
242387,1,1,0,9,995,0,0
242388,3,1,0,9,1,0,0
242389,1,2,0,9,995,0,0
242390,1,1,0,9,995,0,0
242391,1,2,0,9,995,0,0
242392,1,2,0,9,995,0,0
242393,1,1,0,9,995,0,0
242394,1,1,0,9,93,0,0
242395,1,1,0,9,120,0,0
242396,1,2,0,9,995,0,0
242397,1,2,0,9,995,0,0
242398,1,2,0,9,995,0,0
242399,1,1,0,9,995,0,0
242400,1,2,19,9,995,0,0
242401,1,2,0,9,995,0,0
242402,1,2,0,9,995,0,0
242403,1,1,0,9,1,0,0
242404,1,2,0,9,995,0,0
242405,1,1,0,9,995,0,0
242406,1,1,0,9,1,0,0
242407,1,2,0,9,995,0,0
242408,1,2,0,9,995,0,0
242409,1,1,0,9,1,0,0
242410,1,1,0,9,75,0,0
242411,1,2,0,9,995,0,0
242412,1,2,0,9,995,0,0
242413,1,1,0,9,111,0,0
242414,1,2,0,9,995,0,0
242415,1,1,0,9,1,0,0
242416,3,2,0,9,995,0,0
242417,1,2,0,9,995,0,0
242418,1,2,0,9,97,0,0
242419,1,1,0,9,1,0,0
242420,1,2,0,9,998,0,0
242421,2,2,0,9,124,0,0
242422,3,1,0,9,995,0,0
242423,1,2,0,9,995,0,0
242424,3,1,0,9,11,0,0
242425,1,2,0,9,30,0,0
242426,1,1,0,9,995,0,0
242427,2,2,0,9,995,0,0
242428,1,2,0,9,995,0,0
242429,1,2,0,9,995,0,0
242430,1,1,0,9,995,0,0
242431,1,2,0,9,995,0,0
242432,1,1,0,4,995,0,0
242433,3,1,0,9,995,0,0
242434,1,1,0,9,123,0,0
242435,1,1,0,9,995,0,0
242436,3,2,0,9,995,0,0
242437,1,2,23,9,995,0,0
242438,1,1,0,9,109,0,0
242439,1,1,0,9,995,0,0
242440,1,1,0,9,1,0,0
242441,3,1,0,9,995,0,0
242442,1,2,0,9,995,0,0
242443,1,2,0,9,118,0,0
242444,1,2,0,9,995,0,0
242445,1,1,0,9,131,0,0
242446,1,1,0,9,90,0,1
242447,1,1,0,9,995,0,0
242448,1,2,0,9,995,0,0
242449,3,1,0,9,1,0,0
242450,1,2,0,9,995,0,0
242451,1,1,0,9,995,0,0
242452,1,1,0,9,995,0,0
242453,1,1,0,9,1,0,0
242454,1,2,0,9,995,0,0
242455,1,1,0,9,998,0,0
242456,3,1,0,9,1,0,0
242457,1,2,0,9,102,0,0
242458,1,2,0,9,995,0,0
242459,1,1,0,9,5,0,0
242460,1,2,0,9,995,0,0
242461,2,1,0,9,995,0,0
242462,1,1,0,9,116,0,0
242463,1,1,0,9,998,0,0
242464,1,2,0,9,995,0,0
242465,1,2,0,9,995,0,0
242466,1,2,0,9,995,0,0
242467,1,2,0,9,995,0,0
242468,1,1,0,9,995,0,0
242469,1,1,0,9,11,0,0
242470,1,1,0,9,79,0,0
242471,1,2,0,9,995,0,0
242472,1,2,0,9,118,0,0
242473,1,2,0,9,995,0,0
242474,1,2,0,9,14,0,0
242475,3,2,0,9,125,0,0
242476,1,1,0,9,995,0,0
242477,1,2,0,9,995,0,0
242478,1,1,0,9,90,0,0
242479,1,1,0,9,90,0,9
242480,1,2,0,9,995,0,0
242481,1,1,0,9,17,0,0
242482,1,2,0,9,995,0,0
242483,1,2,0,9,995,0,0
242484,1,1,0,9,995,0,0
242485,1,2,0,9,995,0,0
242486,3,2,0,9,995,0,0
242487,3,1,0,9,1,0,0
242488,1,2,0,9,995,0,0
242489,1,1,0,9,995,0,0
242490,1,2,0,9,995,0,0
242491,1,1,0,8,116,0,0
242492,1,2,0,9,118,0,0
242493,1,2,0,9,995,0,0
242494,2,2,0,9,995,0,0
242495,3,1,0,9,1,0,0
242496,1,1,0,9,5,0,0
242497,1,1,0,9,1,0,0
242498,1,1,0,9,995,0,0
242499,1,1,0,9,995,0,0
242500,3,1,0,9,1,0,0
242501,1,1,0,9,119,0,0
242502,1,2,0,9,995,0,0
242503,1,2,0,9,995,0,0
242504,1,2,0,9,995,0,0
242505,1,2,0,9,995,0,0
242506,1,1,0,9,11,0,0
242507,1,2,0,9,995,0,0
242508,1,2,0,9,11,0,0
242509,1,1,0,9,995,0,0
242510,1,2,0,9,30,0,0
242511,1,1,0,9,995,0,0
242512,1,1,0,9,1,0,0
242513,1,1,0,9,5,0,0
242514,1,1,0,9,100,0,0
242515,1,2,0,9,995,0,0
242516,3,1,0,0,1,0,0
242517,3,1,0,9,1,0,0
242518,1,2,0,9,995,0,0
242519,1,1,0,9,995,0,0
242520,1,1,0,9,90,5,9
242521,1,1,0,9,11,0,0
242522,1,1,0,9,5,0,0
242523,1,2,0,9,995,0,0
242524,1,1,0,9,35,0,0
242525,1,1,0,9,995,0,0
242526,3,1,0,9,995,0,0
242527,1,2,0,9,995,0,0
242528,1,1,0,9,11,0,0
242529,1,1,0,9,112,0,0
242530,1,2,0,9,995,0,0
242531,1,1,0,9,995,0,0
242532,1,1,0,9,995,0,0
242533,1,2,0,9,995,0,0
242534,1,2,0,9,995,0,0
242535,1,1,0,9,995,0,0
242536,1,1,0,9,995,0,0
242537,1,1,0,9,995,0,0
242538,1,2,0,9,995,0,0
242539,1,2,0,9,995,0,0
242540,1,2,0,9,995,0,0
242541,1,1,0,9,995,0,0
242542,1,1,0,9,88,0,0
242543,1,2,0,9,995,0,0
242544,3,2,0,9,995,0,0
242545,1,1,0,9,123,0,0
242546,1,1,0,9,126,0,0
242547,1,2,0,9,119,0,0
242548,1,2,0,9,995,0,0
242549,1,1,0,9,995,0,0
242550,1,1,0,9,116,0,0
242551,1,2,0,9,87,0,0
242552,3,1,0,9,995,0,0
242553,3,1,0,9,995,0,0
242554,1,1,0,9,119,0,0
242555,1,1,0,9,995,0,0
242556,1,2,0,9,995,0,0
242557,3,1,0,9,1,0,0
242558,1,2,0,9,995,0,0
242559,1,2,0,9,995,0,0
242560,1,2,0,9,125,0,0
242561,1,2,0,9,995,0,0
242562,1,1,0,9,1,0,0
242563,1,2,0,9,995,0,0
242564,1,2,0,9,995,0,0
242565,3,1,0,9,995,0,0
242566,1,2,0,9,995,0,0
242567,1,1,0,9,1,0,0
242568,1,1,0,9,5,0,0
242569,1,1,0,9,995,0,0
242570,2,1,0,9,100,0,0
242571,3,2,0,9,995,0,0
242572,1,2,16,9,995,0,0
242573,1,2,0,9,995,0,0
242574,3,1,0,9,11,0,0
242575,1,1,0,9,109,0,1
242576,1,2,0,9,995,0,0
242577,1,2,0,9,995,0,0
242578,1,1,0,9,11,0,0
242579,3,2,0,9,995,0,0
242580,1,1,0,9,995,0,0
242581,2,2,0,9,118,0,0
242582,3,1,0,9,1,0,9
242583,1,2,0,9,995,0,0
242584,1,1,0,9,995,0,0
242585,1,1,0,9,995,0,0
242586,1,2,0,9,995,0,0
242587,1,1,0,9,18,0,9
242588,1,1,0,9,995,0,0
242589,1,2,0,9,995,0,0
242590,1,1,0,9,90,0,0
242591,3,1,0,9,1,0,0
242592,1,1,0,9,75,0,0
242593,1,2,0,9,995,0,0
242594,1,1,0,9,5,0,0
242595,1,1,0,9,17,0,0
242596,3,2,0,9,1,0,0
242597,3,2,0,9,995,0,0
242598,1,2,0,9,102,0,0
242599,1,2,0,9,995,0,0
242600,1,1,0,9,995,0,0
242601,1,2,18,9,995,0,0
242602,1,2,0,9,995,0,0
242603,1,1,0,9,995,0,0
242604,1,2,0,9,995,0,0
242605,1,2,0,9,995,0,0
242606,1,1,0,9,58,0,0
242607,1,1,0,9,101,0,0
242608,1,1,0,9,21,0,0
242609,1,1,0,9,995,0,0
242610,1,2,0,9,995,0,0
242611,1,2,0,9,995,0,0
242612,1,1,0,9,995,0,0
242613,1,2,0,9,995,0,0
242614,1,2,0,9,995,0,0
242615,1,1,0,9,995,0,0
242616,1,1,0,9,11,0,0
242617,1,2,0,9,995,0,0
242618,1,1,0,9,90,0,0
242619,1,1,0,9,87,0,0
242620,1,1,0,9,91,0,0
242621,1,1,0,9,75,0,0
242622,1,1,0,9,995,0,0
242623,1,2,0,9,995,0,0
242624,1,1,0,9,11,0,0
242625,1,2,0,9,995,0,0
242626,1,1,0,9,995,0,0
242627,3,1,0,9,1,0,0
242628,1,2,0,9,118,0,0
242629,3,2,0,9,118,0,0
242630,1,1,0,9,995,0,0
242631,1,2,0,9,84,0,0
242632,3,1,0,9,999,0,0
242633,1,2,0,9,995,0,0
242634,1,1,0,9,75,0,0
242635,1,1,0,9,995,0,0
242636,1,2,0,9,995,0,0
242637,1,1,0,9,995,0,0
242638,1,2,0,9,995,0,0
242639,1,2,0,9,995,0,0
242640,1,2,0,9,102,0,0
242641,3,2,0,9,23,0,0
242642,1,1,0,9,123,0,0
242643,1,2,0,9,995,0,0
242644,1,2,0,9,995,0,0
242645,1,2,0,9,995,0,0
242646,1,1,0,9,995,0,0
242647,3,2,0,9,995,0,0
242648,1,2,0,9,995,0,0
242649,1,2,0,9,118,0,0
242650,1,1,0,9,128,0,0
242651,1,1,0,9,110,0,0
242652,1,2,0,9,995,0,0
242653,1,1,0,9,11,0,0
242654,1,1,0,9,11,0,0
242655,1,1,0,9,90,0,0
242656,1,2,34,9,131,0,0
242657,1,1,0,9,995,0,0
242658,1,2,0,9,995,0,0
242659,1,2,0,9,995,0,0
242660,3,1,0,9,995,0,0
242661,1,1,0,9,102,0,0
242662,1,1,0,9,5,0,0
242663,1,2,0,9,995,0,0
242664,1,2,0,9,120,0,0
242665,1,1,0,9,11,0,0
242666,1,2,0,9,995,0,0
242667,1,2,0,9,995,0,0
242668,1,2,0,9,995,0,0
242669,1,1,0,9,1,0,0
242670,1,2,0,9,995,0,0
242671,1,1,0,9,995,0,1
242672,2,2,0,9,995,0,0
242673,3,2,0,9,995,0,0
242674,3,1,0,9,995,0,0
242675,1,2,0,9,995,0,0
242676,1,2,0,9,995,0,0
242677,1,2,0,9,995,0,0
242678,1,1,0,9,1,0,1
242679,1,1,0,9,1,0,0
242680,1,2,0,9,121,0,0
242681,1,1,0,9,11,0,0
242682,1,1,0,9,995,0,0
242683,1,2,0,9,131,0,0
242684,1,1,0,9,995,0,0
242685,3,1,0,9,11,0,0
242686,3,1,0,9,1,0,0
242687,1,2,23,9,119,1,0
242688,1,1,0,9,995,0,0
242689,1,2,0,9,995,0,0
242690,1,1,0,9,995,0,0
242691,1,2,0,9,995,0,0
242692,1,2,0,9,995,0,0
242693,1,2,0,9,995,0,0
242694,1,1,0,9,91,0,0
242695,1,1,0,9,995,0,0
242696,1,1,0,9,995,0,0
242697,1,1,0,9,1,0,0
242698,3,1,0,9,1,0,0
242699,1,1,0,9,5,0,0
242700,1,1,0,9,5,0,0
242701,1,1,0,9,1,0,0
242702,1,2,0,9,995,0,0
242703,1,1,0,9,11,0,0
242704,3,2,0,9,995,0,0
242705,1,1,0,9,130,0,0
242706,1,1,0,9,1,0,0
242707,1,2,0,9,995,0,0
242708,3,1,0,9,995,0,0
242709,1,2,0,9,995,0,0
242710,1,1,0,9,995,0,0
242711,1,1,0,9,1,0,0
242712,1,1,0,9,33,0,0
242713,1,2,0,9,995,0,0
242714,1,2,0,9,995,0,0
242715,3,2,26,9,995,0,0
242716,1,1,0,9,995,0,0
242717,1,2,0,9,995,0,0
242718,1,1,0,9,995,0,0
242719,1,2,0,9,1,0,0
242720,1,2,0,9,995,0,0
242721,1,2,0,9,995,0,0
242722,1,2,16,9,995,0,0
242723,1,2,0,9,124,0,0
242724,1,2,0,9,1,0,0
242725,1,2,0,9,995,0,0
242726,1,1,0,9,995,0,0
242727,1,2,0,9,995,0,0
242728,1,2,0,9,995,0,0
242729,1,2,0,9,995,0,0
242730,1,2,0,9,124,0,0
242731,1,2,0,9,995,0,0
242732,2,1,0,9,75,0,0
242733,1,2,0,9,995,0,0
242734,3,1,0,9,995,0,0
242735,1,1,0,9,77,0,0
242736,1,1,0,9,995,0,0
242737,1,2,0,9,995,0,0
242738,1,1,0,9,11,0,0
242739,3,2,0,9,24,0,0
242740,2,2,0,9,995,0,0
242741,1,2,0,9,995,0,0
242742,1,1,0,9,995,0,0
242743,1,2,0,9,995,0,0
242744,1,1,0,9,995,0,0
242745,1,1,0,9,995,0,0
242746,1,1,0,9,116,0,0
242747,1,1,0,9,995,0,0
242748,1,2,19,9,130,0,0
242749,1,1,0,9,1,0,0
242750,1,2,0,9,995,0,0
242751,1,1,0,9,75,12,9
242752,1,1,0,9,995,0,0
242753,1,2,0,9,995,0,0
242754,1,1,0,9,1,0,9
242755,1,2,0,9,995,0,0
242756,1,2,0,9,995,0,0
242757,1,2,0,9,995,0,0
242758,2,2,0,9,995,0,0
242759,1,2,0,9,995,0,0
242760,1,1,0,9,995,0,0
242761,1,1,0,9,995,0,0
242762,2,2,0,9,995,0,0
242763,2,1,0,9,131,0,0
242764,1,1,0,9,11,0,0
242765,1,1,0,9,11,0,0
242766,1,1,0,9,995,0,0
242767,1,2,0,9,30,0,0
242768,1,2,16,9,995,0,0
242769,1,1,0,9,131,0,0
242770,1,2,0,9,995,0,0
242771,1,2,0,9,995,0,0
242772,3,1,0,9,1,0,0
242773,1,2,0,9,995,0,0
242774,1,2,0,9,995,0,0
242775,3,1,0,9,1,0,0
242776,1,2,0,9,995,0,0
242777,1,1,0,9,5,0,0
242778,1,1,0,9,101,0,0
242779,1,2,0,9,995,0,0
242780,1,1,0,9,999,0,0
242781,1,2,0,9,39,0,0
242782,1,1,0,9,995,0,0
242783,1,2,0,9,995,0,0
242784,1,1,0,9,11,0,0
242785,1,1,0,9,995,0,0
242786,1,1,0,9,5,0,0
242787,1,2,0,9,995,0,0
242788,1,1,0,9,995,0,0
242789,1,1,0,9,11,0,0
242790,1,1,0,9,1,0,1
242791,1,1,0,9,111,0,0
242792,1,1,0,9,995,0,0
242793,1,2,0,9,995,0,0
242794,1,1,0,9,995,0,0
242795,1,2,0,9,995,0,0
242796,1,1,0,9,5,0,0
242797,1,1,0,9,995,0,0
242798,1,2,0,9,119,0,0
242799,1,2,0,9,995,0,0
242800,1,1,0,9,995,0,0
242801,1,2,0,9,125,0,0
242802,1,2,0,9,995,0,0
242803,1,2,0,9,995,0,0
242804,1,2,0,9,995,0,0
242805,1,2,0,9,995,0,0
242806,3,1,0,9,995,0,0
242807,1,1,0,9,11,0,0
242808,1,1,0,9,5,0,0
242809,1,2,0,9,995,0,0
242810,3,1,0,9,995,0,0
242811,3,1,0,9,1,0,0
242812,1,1,0,9,995,0,0
242813,1,1,0,9,60,0,0
242814,3,2,0,9,995,0,0
242815,1,1,0,9,995,0,0
242816,1,1,0,9,995,0,0
242817,1,1,0,9,995,0,0
242818,1,2,0,9,995,0,0
242819,1,1,0,9,1,0,0
242820,1,2,0,9,995,0,0
242821,1,2,0,9,995,0,0
242822,1,1,0,9,995,0,0
242823,1,2,0,9,995,0,0
242824,3,2,0,9,995,0,0
242825,1,1,0,9,995,0,0
242826,1,2,22,9,995,0,0
242827,2,1,0,9,1,0,0
242828,1,2,0,9,995,0,0
242829,1,1,0,9,995,0,0
242830,1,2,0,9,131,0,0
242831,3,2,0,9,995,0,0
242832,1,1,0,9,995,0,0
242833,1,1,0,9,11,0,0
242834,1,2,0,9,119,0,0
242835,4,1,0,9,995,0,0
242836,1,2,0,9,995,0,0
242837,1,2,0,9,995,0,0
242838,1,2,0,9,995,0,0
242839,1,1,0,9,995,0,0
242840,1,1,0,9,995,0,0
242841,1,1,0,9,1,0,0
242842,1,2,0,9,995,0,0
242843,1,1,0,9,19,0,0
242844,1,1,0,9,995,0,0
242845,1,1,0,9,995,0,0
242846,1,2,0,9,995,0,0
242847,1,2,0,9,995,0,0
242848,1,1,0,9,995,0,0
242849,1,1,0,9,5,0,0
242850,1,1,0,9,995,0,0
242851,1,1,0,9,995,0,0
242852,1,1,0,9,995,0,0
242853,1,1,0,9,995,0,0
242854,1,2,0,9,995,0,0
242855,1,1,0,9,995,0,0
242856,1,2,0,9,995,0,0
242857,1,2,0,9,995,0,0
242858,1,1,0,9,995,0,0
242859,1,1,0,9,995,0,0
242860,1,1,0,9,995,0,0
242861,1,1,0,9,995,0,0
242862,1,1,0,9,5,0,0
242863,1,2,0,9,995,0,0
242864,3,1,0,9,1,0,0
242865,1,2,0,9,995,0,0
242866,1,1,0,9,18,0,0
242867,1,2,0,9,995,0,0
242868,1,1,0,9,90,0,0
242869,3,1,0,9,11,0,0
242870,1,1,0,9,995,0,0
242871,2,2,0,9,995,0,0
242872,1,1,0,9,995,0,0
242873,1,1,0,9,1,0,0
242874,1,1,0,9,1,0,0
242875,1,2,0,9,995,0,0
242876,1,2,0,9,75,0,0
242877,1,1,0,9,124,0,0
242878,1,2,0,9,995,0,0
242879,1,1,0,9,995,0,0
242880,1,2,0,9,995,0,0
242881,1,1,0,9,116,0,0
242882,3,2,0,9,26,0,0
242883,1,1,0,9,995,0,0
242884,1,2,0,9,995,0,0
242885,1,2,0,9,995,0,0
242886,1,1,0,9,995,0,0
242887,1,2,0,9,995,0,0
242888,1,2,0,9,995,0,0
242889,1,1,0,9,995,0,0
242890,1,2,0,0,995,0,0
242891,1,2,0,9,995,0,0
242892,1,1,0,9,995,0,0
242893,1,1,0,9,995,0,0
242894,1,2,0,9,995,0,0
242895,1,1,0,9,1,0,0
242896,3,1,0,9,1,0,0
242897,1,2,0,9,995,0,0
242898,1,1,0,9,102,0,0
242899,1,1,0,9,995,0,0
242900,1,2,0,9,995,0,0
242901,1,1,0,9,995,0,0
242902,1,1,0,9,995,0,0
242903,1,1,0,9,995,0,0
242904,3,1,0,4,995,0,0
242905,1,2,0,9,995,0,0
242906,1,1,0,9,995,0,0
242907,1,2,0,9,995,0,0
242908,1,1,0,9,995,0,0
242909,1,1,0,9,112,0,0
242910,1,2,0,9,995,0,0
242911,1,1,0,9,102,0,0
242912,3,2,0,9,995,0,0
242913,1,2,0,9,995,0,0
242914,1,1,0,9,75,0,0
242915,1,2,0,9,995,0,0
242916,1,2,0,9,995,0,0
242917,3,1,0,9,1,0,0
242918,3,1,0,9,1,0,0
242919,1,2,0,9,995,0,0
242920,1,2,0,9,113,0,0
242921,3,2,0,9,995,0,0
242922,1,2,16,9,995,0,0
242923,1,1,0,9,1,0,0
242924,1,1,0,9,90,0,0
242925,1,2,0,9,995,0,0
242926,1,2,0,9,995,0,0
242927,1,1,0,9,101,0,0
242928,3,2,0,9,1,0,0
242929,1,2,0,9,995,0,0
242930,1,2,0,9,1,0,0
242931,1,2,0,9,995,0,0
242932,1,2,15,9,995,0,0
242933,1,2,0,9,995,0,0
242934,1,1,0,9,1,0,9
242935,1,2,0,9,124,0,0
242936,1,2,0,9,995,0,0
242937,1,2,0,9,995,0,0
242938,3,1,0,9,995,0,0
242939,1,1,0,9,58,0,0
242940,1,1,0,9,995,0,0
242941,1,2,0,9,995,0,0
242942,3,1,0,9,1,0,0
242943,1,2,0,9,995,0,0
242944,1,2,0,9,109,0,0
242945,1,1,0,9,995,0,0
242946,3,1,0,9,995,0,0
242947,1,1,0,9,127,0,0
242948,1,1,0,9,1,0,0
242949,1,2,0,9,995,0,0
242950,1,2,0,9,995,0,0
242951,1,1,0,9,1,0,0
242952,1,2,0,9,995,0,0
242953,1,2,0,9,102,0,0
242954,1,1,0,9,995,0,0
242955,1,1,0,9,75,0,0
242956,1,1,0,9,109,0,1
242957,1,1,0,9,11,0,0
242958,1,1,0,9,995,0,0
242959,1,1,0,9,1,0,0
242960,1,2,15,9,93,0,0
242961,1,1,0,9,53,0,0
242962,1,2,0,9,995,0,0
242963,1,2,0,9,995,0,0
242964,1,2,0,9,995,0,0
242965,1,1,0,9,100,0,0
242966,1,2,0,9,995,0,0
242967,1,2,0,9,995,0,0
242968,1,2,0,9,30,0,0
242969,3,1,0,9,995,0,0
242970,1,1,0,9,90,0,0
242971,1,2,0,9,995,0,0
242972,1,1,0,9,995,0,0
242973,1,2,0,9,995,0,0
242974,1,1,0,9,110,0,0
242975,1,1,0,9,995,0,0
242976,1,2,0,9,995,0,0
242977,1,2,0,9,995,0,0
242978,1,2,0,9,995,0,0
242979,1,2,0,9,108,0,0
242980,1,2,0,9,995,0,0
242981,1,2,0,9,995,0,0
242982,1,2,0,9,118,0,0
242983,1,1,0,9,5,0,0
242984,1,2,0,9,995,0,0
242985,1,1,0,9,995,0,0
242986,1,2,0,9,995,0,0
242987,1,1,0,9,1,0,0
242988,1,2,0,9,995,0,0
242989,1,2,0,9,118,0,0
242990,1,2,0,9,91,0,0
242991,1,2,0,9,995,0,0
242992,1,2,0,9,119,0,0
242993,2,1,0,6,129,0,0
242994,3,2,0,9,995,0,0
242995,1,2,0,9,94,0,0
242996,3,1,0,9,1,0,0
242997,1,2,0,9,995,0,0
242998,1,2,19,9,995,0,0
242999,1,2,0,9,995,0,0
243000,1,1,0,9,1,0,0
243001,1,2,0,9,995,0,0
243002,1,1,0,9,100,0,0
243003,1,2,0,9,995,0,0
243004,1,2,0,9,995,0,0
243005,1,2,0,9,995,0,0
243006,3,1,0,9,995,0,0
243007,1,2,0,9,995,0,0
243008,1,1,0,9,995,0,0
243009,1,1,0,9,995,0,0
243010,1,2,0,9,995,0,0
243011,4,2,0,9,995,0,0
243012,1,2,0,9,995,0,0
243013,1,1,0,9,131,0,0
243014,1,2,0,4,119,0,0
243015,1,2,0,9,995,0,0
243016,1,2,0,9,995,0,0
243017,1,1,0,9,995,0,0
243018,1,1,0,9,5,0,0
243019,1,1,0,9,90,0,0
243020,1,2,0,9,995,0,0
243021,1,1,0,9,995,0,0
243022,1,1,0,9,995,0,0
243023,1,2,0,9,1,0,0
243024,1,1,0,9,2,0,0
243025,1,2,0,9,995,0,0
243026,1,2,0,9,995,0,0
243027,1,2,0,9,995,0,0
