ID,F37,F41,F3,F13,F18,F23,F30
242381,1,2,40,1,0,0,3
242382,1,2,4,1,1,1,2
242383,1,2,4,1,0,0,2
242384,1,1,4,2,0,1,9
242385,1,1,48,2,0,0,9
242386,1,2,4,1,1,1,2
242387,1,1,4,1,1,0,9
242388,3,1,4,2,0,2,2
242389,1,2,4,1,0,0,9
242390,1,1,6,2,0,0,1
242391,1,2,5,2,0,1,2
242392,1,2,17,2,0,1,1
242393,1,1,4,1,1,0,9
242394,1,1,200,1,1,2,2
242395,1,1,4,1,1,2,1
242396,1,2,4,1,0,0,1
242397,1,2,35,1,0,0,2
242398,1,2,4,2,0,0,9
242399,1,1,8,1,1,0,1
242400,1,2,48,1,0,1,2
242401,1,2,35,1,1,1,9
242402,1,2,4,1,0,0,2
242403,1,1,40,2,0,2,1
242404,1,2,35,2,0,0,2
242405,1,1,45,1,0,1,2
242406,1,1,36,2,0,2,3
242407,1,2,4,1,0,0,2
242408,1,2,4,1,1,0,9
242409,1,1,48,1,0,2,2
242410,1,1,4,1,0,2,2
242411,1,2,5,1,0,1,3
242412,1,2,49,2,1,1,2
242413,1,1,4,1,0,2,2
242414,1,2,53,1,0,0,3
242415,1,1,31,1,0,2,9
242416,3,2,4,1,0,0,2
242417,1,2,36,1,0,1,1
242418,1,2,4,1,1,2,1
242419,1,1,48,1,0,2,3
242420,1,2,4,1,0,2,2
242421,2,2,4,1,0,2,1
242422,3,1,4,2,0,0,2
242423,1,2,35,1,1,1,1
242424,3,1,4,2,0,2,1
242425,1,2,48,1,0,2,2
242426,1,1,4,2,0,1,1
242427,2,2,48,1,0,2,2
242428,1,2,4,1,0,1,2
242429,1,2,4,1,1,0,1
242430,1,1,4,2,1,0,1
242431,1,2,49,1,0,1,9
242432,1,1,21,1,0,1,1
242433,3,1,4,2,0,0,2
242434,1,1,200,1,1,2,2
242435,1,1,4,1,0,1,2
242436,3,2,4,2,0,0,9
242437,1,2,27,1,0,1,2
242438,1,1,4,1,1,2,2
242439,1,1,4,1,0,0,2
242440,1,1,4,1,0,2,2
242441,3,1,35,1,0,0,9
242442,1,2,200,1,1,1,2
242443,1,2,4,2,0,2,1
242444,1,2,4,1,0,0,9
242445,1,1,42,1,0,2,2
242446,1,1,5,1,0,2,2
242447,1,1,4,1,1,0,9
242448,1,2,4,1,0,0,2
242449,3,1,4,2,0,2,1
242450,1,2,29,2,0,1,1
242451,1,1,4,1,1,0,9
242452,1,1,4,1,0,0,2
242453,1,1,29,2,0,2,2
242454,1,2,4,1,1,0,2
242455,1,1,4,2,0,2,2
242456,3,1,4,2,0,2,1
242457,1,2,1,2,0,2,9
242458,1,2,4,1,0,0,1
242459,1,1,4,1,1,2,2
242460,1,2,4,1,0,1,1
242461,2,1,4,1,0,0,9
242462,1,1,4,1,0,2,2
242463,1,1,4,1,1,2,9
242464,1,2,30,1,0,1,2
242465,1,2,200,1,1,1,2
242466,1,2,4,1,1,0,9
242467,1,2,4,2,1,0,9
242468,1,1,6,1,0,1,2
242469,1,1,200,1,1,2,1
242470,1,1,4,1,0,2,3
242471,1,2,4,2,0,0,2
242472,1,2,200,1,1,2,2
242473,1,2,4,2,0,0,9
242474,1,2,4,1,0,1,2
242475,3,2,4,1,0,2,2
242476,1,1,4,1,0,0,2
242477,1,2,4,1,1,1,2
242478,1,1,40,1,0,2,3
242479,1,1,39,1,0,2,2
242480,1,2,200,1,1,1,1
242481,1,1,4,1,0,2,2
242482,1,2,48,1,1,0,9
242483,1,2,4,1,1,0,2
242484,1,1,4,1,0,1,2
242485,1,2,5,1,0,1,3
242486,3,2,4,2,0,1,2
242487,3,1,4,2,0,2,2
242488,1,2,53,2,0,1,1
242489,1,1,4,1,1,1,2
242490,1,2,49,1,0,1,2
242491,1,1,19,1,0,2,1
242492,1,2,4,1,0,2,1
242493,1,2,19,1,0,1,1
242494,2,2,4,1,0,0,2
242495,3,1,4,2,0,2,1
242496,1,1,4,1,0,2,2
242497,1,1,36,2,0,2,1
242498,1,1,4,1,0,0,9
242499,1,1,48,2,0,0,3
242500,3,1,4,2,0,2,2
242501,1,1,26,1,0,2,9
242502,1,2,6,1,0,1,1
242503,1,2,4,1,0,1,2
242504,1,2,4,1,1,0,1
242505,1,2,4,1,1,0,9
242506,1,1,200,1,1,2,1
242507,1,2,48,1,1,1,3
242508,1,2,4,2,0,2,1
242509,1,1,4,1,0,1,2
242510,1,2,53,1,0,1,1
242511,1,1,18,1,0,1,3
242512,1,1,48,1,0,2,2
242513,1,1,200,1,1,2,4
242514,1,1,35,1,0,2,2
242515,1,2,48,1,0,1,2
242516,3,1,4,2,0,2,1
242517,3,1,4,2,0,2,1
242518,1,2,48,1,0,1,1
242519,1,1,4,1,1,0,2
242520,1,1,405,1,0,2,1
242521,1,1,39,1,0,2,2
242522,1,1,4,1,1,2,2
242523,1,2,4,1,0,1,1
242524,1,1,4,1,0,2,2
242525,1,1,22,1,0,0,3
242526,3,1,4,1,1,0,9
242527,1,2,48,2,0,1,1
242528,1,1,4,1,0,2,2
242529,1,1,4,1,0,2,1
242530,1,2,47,1,0,1,2
242531,1,1,21,1,0,1,2
242532,1,1,4,1,0,0,2
242533,1,2,4,1,0,0,9
242534,1,2,48,1,0,1,9
242535,1,1,4,1,1,0,2
242536,1,1,48,1,0,0,2
242537,1,1,4,1,0,0,2
242538,1,2,200,1,1,1,2
242539,1,2,200,2,1,1,2
242540,1,2,48,1,0,1,2
242541,1,1,4,1,0,0,2
242542,1,1,37,1,0,2,1
242543,1,2,5,1,0,1,2
242544,3,2,4,2,0,0,9
242545,1,1,200,1,1,2,2
242546,1,1,36,1,0,2,1
242547,1,2,48,1,1,2,2
242548,1,2,4,1,0,0,1
242549,1,1,4,1,0,0,1
242550,1,1,4,1,0,2,1
242551,1,2,6,1,0,2,2
242552,3,1,4,1,1,1,2
242553,3,1,4,2,0,0,2
242554,1,1,34,1,0,2,2
242555,1,1,40,2,0,0,3
242556,1,2,4,1,0,0,2
242557,3,1,4,2,0,2,1
242558,1,2,26,1,0,1,1
242559,1,2,410,1,0,1,2
242560,1,2,38,1,0,2,2
242561,1,2,200,1,1,0,2
242562,1,1,17,1,0,2,3
242563,1,2,13,1,0,1,1
242564,1,2,4,1,0,0,2
242565,3,1,4,2,0,0,2
242566,1,2,4,1,0,0,1
242567,1,1,4,2,1,1,2
242568,1,1,48,1,0,2,3
242569,1,1,4,1,0,0,2
242570,2,1,40,1,0,2,3
242571,3,2,4,1,0,0,1
242572,1,2,48,1,0,1,2
242573,1,2,42,1,0,1,1
242574,3,1,4,2,1,2,2
242575,1,1,26,1,1,2,1
242576,1,2,4,2,0,1,1
242577,1,2,35,1,1,1,1
242578,1,1,4,1,1,2,2
242579,3,2,4,2,0,1,2
242580,1,1,48,2,0,1,1
242581,2,2,5,1,0,2,1
242582,3,1,4,2,0,1,2
242583,1,2,4,1,1,0,2
242584,1,1,4,1,0,0,9
242585,1,1,55,1,0,0,9
242586,1,2,4,1,0,1,2
242587,1,1,48,1,0,2,9
242588,1,1,4,1,1,0,2
242589,1,2,53,1,0,1,2
242590,1,1,454,1,0,2,2
242591,3,1,4,2,0,2,2
242592,1,1,4,1,0,2,2
242593,1,2,4,2,1,0,2
242594,1,1,35,1,0,2,2
242595,1,1,21,2,0,2,1
242596,3,2,4,2,0,2,2
242597,3,2,4,2,0,0,2
242598,1,2,27,1,0,2,3
242599,1,2,4,1,0,1,2
242600,1,1,4,1,0,0,9
242601,1,2,4,1,0,1,2
242602,1,2,6,2,0,1,1
242603,1,1,4,1,1,0,9
242604,1,2,5,1,0,1,3
242605,1,2,8,1,0,1,2
242606,1,1,200,1,1,2,1
242607,1,1,200,1,1,2,2
242608,1,1,4,1,0,2,2
242609,1,1,4,1,0,0,1
242610,1,2,5,1,0,1,2
242611,1,2,40,1,0,0,3
242612,1,1,4,2,0,0,1
242613,1,2,48,1,0,0,3
242614,1,2,4,1,0,1,2
242615,1,1,4,1,0,0,9
242616,1,1,40,1,0,2,2
242617,1,2,18,1,0,1,3
242618,1,1,541,1,0,2,1
242619,1,1,4,1,0,2,2
242620,1,1,4,1,1,2,1
242621,1,1,40,1,0,2,3
242622,1,1,4,1,1,0,2
242623,1,2,8,1,0,1,3
242624,1,1,4,1,1,2,1
242625,1,2,4,1,1,0,9
242626,1,1,29,1,0,0,9
242627,3,1,4,2,0,2,1
242628,1,2,47,1,0,2,2
242629,3,2,4,1,0,2,2
242630,1,1,4,2,0,0,2
242631,1,2,4,1,0,2,1
242632,3,1,4,2,1,1,2
242633,1,2,4,1,0,1,2
242634,1,1,48,1,0,2,2
242635,1,1,4,1,0,0,2
242636,1,2,29,1,0,0,3
242637,1,1,4,1,1,0,1
242638,1,2,4,1,1,0,1
242639,1,2,4,1,0,0,1
242640,1,2,200,1,1,2,2
242641,3,2,4,2,0,2,2
242642,1,1,4,1,0,2,2
242643,1,2,4,2,0,0,9
242644,1,2,4,1,0,0,9
242645,1,2,150,1,0,1,3
242646,1,1,4,2,0,0,9
242647,3,2,4,2,0,0,9
242648,1,2,39,1,0,1,1
242649,1,2,40,2,0,2,3
242650,1,1,48,1,0,2,3
242651,1,1,19,1,0,2,2
242652,1,2,200,2,1,1,2
242653,1,1,22,1,0,2,2
242654,1,1,30,1,0,2,2
242655,1,1,455,1,0,2,3
242656,1,2,42,1,0,1,1
242657,1,1,8,2,0,0,9
242658,1,2,4,1,1,1,2
242659,1,2,48,1,0,1,2
242660,3,1,4,2,0,0,9
242661,1,1,5,1,0,2,3
242662,1,1,4,1,1,2,2
242663,1,2,4,1,1,0,2
242664,1,2,4,1,1,2,2
242665,1,1,47,1,0,2,2
242666,1,2,4,1,0,1,2
242667,1,2,4,1,0,0,2
242668,1,2,49,1,0,0,2
242669,1,1,35,1,0,2,2
242670,1,2,4,1,0,0,9
242671,1,1,19,1,0,1,2
242672,2,2,40,1,0,1,1
242673,3,2,4,2,0,0,9
242674,3,1,4,2,1,0,2
242675,1,2,4,1,1,0,9
242676,1,2,5,1,0,1,4
242677,1,2,40,2,0,1,2
242678,1,1,5,1,0,2,3
242679,1,1,35,2,0,2,1
242680,1,2,21,1,0,2,2
242681,1,1,39,1,0,2,3
242682,1,1,4,1,0,1,2
242683,1,2,16,1,0,2,3
242684,1,1,48,1,0,0,3
242685,3,1,4,2,0,2,2
242686,3,1,4,2,0,2,2
242687,1,2,150,1,0,2,2
242688,1,1,47,1,0,1,1
242689,1,2,29,1,0,1,3
242690,1,1,541,1,0,0,2
242691,1,2,39,1,0,1,2
242692,1,2,28,1,0,1,2
242693,1,2,40,1,0,1,3
242694,1,1,4,1,1,2,1
242695,1,1,40,1,0,0,3
242696,1,1,4,1,0,0,9
242697,1,1,4,2,0,2,1
242698,3,1,4,1,1,2,1
242699,1,1,55,1,0,2,1
242700,1,1,4,1,0,2,1
242701,1,1,29,2,0,2,1
242702,1,2,35,2,0,1,2
242703,1,1,28,1,0,2,2
242704,3,2,4,2,0,1,2
242705,1,1,13,1,0,2,2
242706,1,1,4,1,0,2,9
242707,1,2,4,1,0,0,2
242708,3,1,4,2,0,1,1
242709,1,2,19,1,0,0,3
242710,1,1,4,1,1,0,1
242711,1,1,48,2,0,2,2
242712,1,1,40,1,0,2,3
242713,1,2,4,1,1,0,2
242714,1,2,200,1,1,1,1
242715,3,2,4,2,0,1,2
242716,1,1,4,1,0,0,1
242717,1,2,4,1,1,0,9
242718,1,1,42,1,0,1,3
242719,1,2,4,1,0,1,1
242720,1,2,4,1,1,1,1
242721,1,2,200,2,1,1,1
242722,1,2,40,1,0,1,3
242723,1,2,46,2,0,2,1
242724,1,2,410,2,0,1,1
242725,1,2,35,1,1,1,2
242726,1,1,4,1,0,1,1
242727,1,2,28,1,0,1,1
242728,1,2,4,1,0,0,1
242729,1,2,4,1,1,0,9
242730,1,2,29,1,0,2,2
242731,1,2,4,1,1,0,2
242732,2,1,22,1,0,2,2
242733,1,2,35,1,0,0,9
242734,3,1,4,2,0,0,2
242735,1,1,39,1,0,2,1
242736,1,1,39,1,0,1,2
242737,1,2,47,1,0,1,3
242738,1,1,47,1,0,2,2
242739,3,2,4,2,0,2,2
242740,2,2,48,1,0,1,2
242741,1,2,4,1,0,1,2
242742,1,1,4,2,0,0,1
242743,1,2,4,1,1,0,2
242744,1,1,4,1,0,0,2
242745,1,1,5,2,0,1,2
242746,1,1,19,1,0,2,2
242747,1,1,4,1,0,0,2
242748,1,2,48,1,0,2,3
242749,1,1,4,1,0,1,1
242750,1,2,17,1,0,1,3
242751,1,1,200,1,1,2,1
242752,1,1,48,1,0,1,2
242753,1,2,4,1,1,0,1
242754,1,1,1,1,0,2,2
242755,1,2,42,1,0,1,1
242756,1,2,4,1,0,0,9
242757,1,2,48,1,0,0,3
242758,2,2,4,1,1,1,2
242759,1,2,4,1,1,0,2
242760,1,1,4,2,1,1,9
242761,1,1,4,1,1,1,1
242762,2,2,5,1,0,1,3
242763,2,1,40,1,0,2,1
242764,1,1,20,1,0,2,3
242765,1,1,4,1,1,2,2
242766,1,1,4,1,0,1,2
242767,1,2,4,1,1,2,1
242768,1,2,4,1,1,1,2
242769,1,1,17,1,0,2,2
242770,1,2,4,2,1,1,2
242771,1,2,4,1,0,1,2
242772,3,1,200,1,1,2,2
242773,1,2,48,1,0,0,3
242774,1,2,4,1,0,0,9
242775,3,1,4,2,0,2,1
242776,1,2,4,1,1,0,2
242777,1,1,6,1,0,2,4
242778,1,1,29,1,0,2,3
242779,1,2,48,1,0,1,9
242780,1,1,6,1,0,2,2
242781,1,2,29,1,0,2,1
242782,1,1,4,1,1,0,2
242783,1,2,450,1,0,1,3
242784,1,1,4,1,0,2,1
242785,1,1,4,1,1,1,2
242786,1,1,48,1,1,2,1
242787,1,2,4,1,0,0,9
242788,1,1,4,1,0,0,9
242789,1,1,40,1,0,2,3
242790,1,1,48,1,0,2,3
242791,1,1,36,1,0,2,3
242792,1,1,4,1,1,1,2
242793,1,2,200,1,1,1,2
242794,1,1,4,1,0,0,9
242795,1,2,8,1,0,1,1
242796,1,1,47,1,0,2,9
242797,1,1,4,1,0,0,9
242798,1,2,48,1,0,2,2
242799,1,2,4,1,0,0,9
242800,1,1,35,1,0,1,3
242801,1,2,26,1,0,2,2
242802,1,2,40,2,0,1,3
242803,1,2,200,2,1,1,2
242804,1,2,48,1,0,1,3
242805,1,2,4,1,1,0,2
242806,3,1,4,2,0,0,1
242807,1,1,6,1,0,2,1
242808,1,1,48,1,0,2,3
242809,1,2,4,1,1,0,9
242810,3,1,4,2,0,0,9
242811,3,1,4,2,0,2,2
242812,1,1,4,1,0,0,1
242813,1,1,48,1,0,1,2
242814,3,2,4,2,0,1,2
242815,1,1,4,1,0,0,2
242816,1,1,17,1,0,1,2
242817,1,1,54,1,0,1,2
242818,1,2,4,1,0,1,2
242819,1,1,4,1,0,2,9
242820,1,2,4,1,0,0,1
242821,1,2,200,1,1,1,1
242822,1,1,4,1,0,0,9
242823,1,2,29,1,0,0,3
242824,3,2,4,1,0,1,1
242825,1,1,4,1,0,0,2
242826,1,2,8,1,0,1,2
242827,2,1,48,1,0,2,2
242828,1,2,4,1,1,1,2
242829,1,1,4,1,0,1,2
242830,1,2,4,1,0,1,2
242831,3,2,4,2,0,0,2
242832,1,1,35,2,0,1,2
242833,1,1,48,1,0,2,2
242834,1,2,48,1,0,2,2
242835,4,1,4,1,0,0,1
242836,1,2,4,1,1,0,1
242837,1,2,40,1,0,1,9
242838,1,2,410,1,0,1,2
242839,1,1,48,1,0,0,3
242840,1,1,48,1,0,0,2
242841,1,1,40,2,0,2,3
242842,1,2,35,2,0,1,1
242843,1,1,4,1,0,2,1
242844,1,1,1,1,0,1,2
242845,1,1,4,1,1,0,9
242846,1,2,4,1,0,1,9
242847,1,2,48,1,0,1,2
242848,1,1,150,1,0,1,2
242849,1,1,40,1,0,2,2
242850,1,1,22,1,0,1,2
242851,1,1,4,1,1,2,2
242852,1,1,40,2,0,0,9
242853,1,1,4,1,0,0,2
242854,1,2,4,1,0,1,2
242855,1,1,40,1,0,1,2
242856,1,2,4,1,0,1,3
242857,1,2,35,1,0,1,2
242858,1,1,48,1,0,1,2
242859,1,1,4,1,0,0,1
242860,1,1,4,1,1,0,2
242861,1,1,4,1,4,0,9
242862,1,1,29,1,0,2,2
242863,1,2,21,1,0,1,2
242864,3,1,4,2,0,2,2
242865,1,2,18,1,0,1,1
242866,1,1,29,1,0,2,3
242867,1,2,13,2,0,1,2
242868,1,1,200,1,1,2,1
242869,3,1,4,2,1,2,2
242870,1,1,35,1,0,0,9
242871,2,2,4,1,0,0,2
242872,1,1,29,1,0,1,3
242873,1,1,48,2,0,2,2
242874,1,1,6,2,0,2,2
242875,1,2,4,1,1,0,2
242876,1,2,42,1,0,2,2
242877,1,1,29,1,0,2,2
242878,1,2,4,1,1,0,2
242879,1,1,4,1,0,0,9
242880,1,2,42,2,0,1,2
242881,1,1,48,2,0,2,9
242882,3,2,4,2,0,2,2
242883,1,1,4,2,0,0,1
242884,1,2,4,1,1,0,9
242885,1,2,4,1,1,1,1
242886,1,1,20,1,0,1,3
242887,1,2,4,1,1,0,9
242888,1,2,27,1,0,1,2
242889,1,1,54,1,0,1,2
242890,1,2,6,1,0,1,1
242891,1,2,4,1,1,0,1
242892,1,1,5,2,0,1,2
242893,1,1,4,2,0,0,2
242894,1,2,49,1,0,1,2
242895,1,1,200,2,1,2,2
242896,3,1,4,2,0,2,2
242897,1,2,54,1,0,1,3
242898,1,1,18,1,0,2,3
242899,1,1,411,1,0,1,3
242900,1,2,4,1,1,0,2
242901,1,1,4,2,0,0,2
242902,1,1,4,1,0,0,9
242903,1,1,4,1,1,0,2
242904,3,1,4,2,0,1,2
242905,1,2,17,1,0,1,2
242906,1,1,4,1,0,0,9
242907,1,2,11,1,0,0,9
242908,1,1,4,1,0,0,2
242909,1,1,8,1,0,2,1
242910,1,2,35,1,0,1,2
242911,1,1,40,1,0,2,3
242912,3,2,4,1,1,0,1
242913,1,2,4,1,1,0,9
242914,1,1,26,1,0,2,2
242915,1,2,40,2,0,1,9
242916,1,2,20,1,0,1,2
242917,3,1,4,2,0,2,2
242918,3,1,4,2,0,2,2
242919,1,2,20,2,0,1,3
242920,1,2,28,1,0,2,2
242921,3,2,4,2,0,0,9
242922,1,2,21,1,0,1,2
242923,1,1,200,1,1,2,1
242924,1,1,48,1,0,2,2
242925,1,2,4,1,0,0,9
242926,1,2,48,1,0,1,2
242927,1,1,36,1,0,2,2
242928,3,2,4,2,0,2,2
242929,1,2,29,1,0,1,1
242930,1,2,39,2,0,1,2
242931,1,2,4,1,1,1,1
242932,1,2,4,1,1,1,2
242933,1,2,35,1,0,0,9
242934,1,1,48,2,0,2,2
242935,1,2,39,1,0,2,9
242936,1,2,4,1,1,1,1
242937,1,2,4,1,1,1,2
242938,3,1,4,2,0,0,2
242939,1,1,4,1,0,2,1
242940,1,1,48,1,0,0,3
242941,1,2,1,1,0,0,9
242942,3,1,200,2,1,2,2
242943,1,2,4,1,0,1,2
242944,1,2,27,1,0,2,1
242945,1,1,4,1,0,0,9
242946,3,1,4,2,0,0,2
242947,1,1,48,1,0,2,3
242948,1,1,200,2,1,2,1
242949,1,2,40,2,0,1,9
242950,1,2,53,1,0,1,9
242951,1,1,4,1,1,2,1
242952,1,2,8,1,0,1,9
242953,1,2,19,1,0,2,3
242954,1,1,6,1,0,1,2
242955,1,1,19,1,0,1,1
242956,1,1,4,1,0,2,2
242957,1,1,4,1,1,2,1
242958,1,1,4,1,1,0,2
242959,1,1,48,2,0,2,3
242960,1,2,4,2,0,2,2
242961,1,1,4,1,1,2,9
242962,1,2,6,1,0,1,2
242963,1,2,5,1,0,0,3
242964,1,2,4,1,0,0,2
242965,1,1,17,1,0,2,2
242966,1,2,16,1,0,1,2
242967,1,2,6,1,0,1,3
242968,1,2,22,1,0,2,1
242969,3,1,4,2,0,0,2
242970,1,1,5,1,0,2,3
242971,1,2,29,1,0,1,1
242972,1,1,4,1,1,0,9
242973,1,2,4,1,0,0,9
242974,1,1,300,1,4,2,1
242975,1,1,4,2,0,0,1
242976,1,2,4,2,0,1,2
242977,1,2,4,2,0,0,1
242978,1,2,48,2,0,1,3
242979,1,2,4,1,0,2,2
242980,1,2,4,1,0,1,2
242981,1,2,48,1,1,1,2
242982,1,2,200,1,1,2,1
242983,1,1,4,1,1,2,2
242984,1,2,200,2,1,1,2
242985,1,1,5,1,0,0,9
242986,1,2,450,1,0,1,3
242987,1,1,28,1,0,2,2
242988,1,2,29,1,0,1,1
242989,1,2,4,1,1,2,2
242990,1,2,22,1,0,2,2
242991,1,2,4,1,1,0,9
242992,1,2,47,1,0,2,2
242993,2,1,1,1,0,2,3
242994,3,2,4,2,0,0,9
242995,1,2,4,1,1,2,2
242996,3,1,4,2,0,2,2
242997,1,2,4,1,0,1,1
242998,1,2,38,1,0,1,3
242999,1,2,8,1,0,1,1
243000,1,1,4,1,0,2,2
243001,1,2,39,1,0,1,3
243002,1,1,8,1,0,2,1
243003,1,2,8,1,0,1,9
243004,1,2,4,1,0,0,2
243005,1,2,6,1,1,1,1
243006,3,1,4,2,0,0,2
243007,1,2,4,1,1,0,9
243008,1,1,56,1,0,0,3
243009,1,1,5,1,0,1,2
243010,1,2,414,1,0,1,1
243011,4,2,4,1,0,0,1
243012,1,2,4,1,0,1,2
243013,1,1,27,1,0,2,2
243014,1,2,19,1,0,1,3
243015,1,2,4,1,1,0,9
243016,1,2,20,2,0,1,3
243017,1,1,4,1,1,0,1
243018,1,1,4,1,1,2,1
243019,1,1,4,1,0,2,2
243020,1,2,47,1,0,1,3
243021,1,1,18,1,0,1,2
243022,1,1,12,1,0,0,9
243023,1,2,4,2,0,1,1
243024,1,1,40,1,0,2,2
243025,1,2,4,1,0,0,1
243026,1,2,35,1,1,0,9
243027,1,2,4,1,1,1,2
243028,1,1,4,1,1,1,2
243029,1,2,4,1,1,0,2
243030,4,2,4,1,0,0,1
243031,1,1,4,1,1,2,2
243032,1,1,19,1,0,2,2
243033,1,1,6,1,0,2,3
243034,1,1,4,1,1,2,1
243035,1,2,48,1,0,2,1
243036,1,1,40,2,0,2,2
243037,1,1,48,1,0,2,1
243038,1,2,40,1,0,1,3
243039,1,1,48,1,0,2,2
243040,1,2,4,1,1,0,2
243041,1,1,17,1,0,2,1
243042,1,1,200,1,1,1,2
243043,1,1,29,2,0,2,3
243044,1,2,4,1,0,1,3
243045,1,1,48,1,0,2,2
243046,1,1,4,1,1,0,2
243047,1,1,4,1,1,1,1
243048,1,1,4,1,0,0,2
243049,1,2,4,2,1,0,2
243050,3,1,4,2,0,1,1
243051,1,2,40,1,0,1,2
243052,1,2,35,1,1,1,2
243053,1,2,17,1,0,1,9
243054,1,1,20,1,0,2,9
243055,1,1,6,1,0,1,2
243056,3,2,4,2,0,1,2
243057,1,2,200,1,1,1,2
243058,1,2,47,1,0,2,2
243059,1,1,38,1,0,2,3
243060,1,2,20,1,0,1,2
243061,1,1,5,2,0,2,3
243062,1,2,40,1,0,1,2
243063,1,2,6,1,0,1,2
243064,1,2,4,1,0,1,2
243065,1,1,48,1,0,2,2
243066,1,1,4,1,1,2,2
243067,1,1,4,1,0,0,9
243068,1,2,47,1,0,0,3
243069,1,2,4,1,0,1,1
243070,1,1,4,1,0,0,9
243071,1,2,5,1,0,1,3
243072,1,2,47,1,0,1,1
243073,1,1,4,2,0,0,1
243074,1,2,48,2,0,2,3
243075,1,1,17,1,0,1,1
243076,3,1,4,1,0,2,2
243077,1,2,4,1,0,1,1
243078,1,1,18,1,0,1,3
243079,1,1,4,1,1,0,2
243080,1,2,4,1,0,1,1
243081,1,2,4,1,0,0,9
243082,1,1,4,2,0,0,1
243083,1,1,4,1,0,1,2
243084,3,1,4,2,0,1,2
243085,1,2,20,1,0,0,3
243086,2,2,4,2,0,0,2
243087,1,1,35,1,1,2,3
243088,1,1,4,1,0,2,2
243089,1,2,47,1,0,1,3
243090,1,1,53,1,0,2,2
243091,1,2,48,1,0,1,3
243092,1,2,4,1,1,0,2
243093,1,1,19,1,0,2,2
243094,4,1,4,1,0,0,9
243095,1,1,5,2,0,2,2
243096,1,1,5,1,0,2,3
243097,1,1,4,1,0,0,2
243098,1,1,35,1,0,2,2
243099,1,2,46,1,0,1,2
243100,1,2,4,1,1,0,1
243101,1,1,39,1,0,2,2
243102,1,2,200,1,1,1,2
243103,1,1,34,2,0,2,3
243104,1,2,200,1,1,1,2
243105,1,1,515,1,0,2,2
243106,1,1,4,1,1,0,2
243107,3,1,4,2,0,0,9
243108,1,2,48,1,0,1,2
243109,1,2,48,1,0,0,3
243110,1,1,29,1,0,2,3
243111,1,1,4,1,0,2,9
243112,1,2,4,1,0,1,2
243113,1,1,6,1,1,1,2
243114,1,1,48,1,0,0,2
243115,1,1,8,1,0,1,1
243116,1,2,18,1,0,1,3
243117,1,2,5,2,0,1,3
243118,1,1,48,1,0,0,2
243119,1,2,4,1,0,0,9
243120,1,1,434,1,0,2,2
243121,1,1,40,1,0,0,2
243122,1,1,49,1,0,1,1
243123,1,1,40,1,0,2,2
243124,1,2,110,1,2,0,2
243125,1,1,4,1,0,0,9
243126,1,1,29,1,0,2,2
243127,1,1,4,1,0,2,2
243128,1,2,48,1,0,1,2
243129,1,2,5,2,0,1,1
243130,1,1,4,2,1,0,9
243131,1,1,19,2,0,0,2
243132,1,2,200,1,1,1,2
243133,1,1,414,1,0,1,1
243134,1,1,4,1,1,0,9
243135,1,1,40,2,0,2,2
243136,1,2,19,2,0,1,2
243137,1,2,35,1,0,0,9
243138,1,2,35,1,0,1,1
243139,1,2,4,1,1,0,2
243140,1,1,54,1,0,2,1
243141,1,2,4,1,1,1,2
243142,3,1,4,2,0,0,2
243143,1,2,4,1,0,1,2
243144,1,2,200,1,1,1,2
243145,1,1,40,1,0,0,2
243146,3,1,4,1,1,1,1
243147,1,1,17,1,0,2,3
243148,1,1,48,2,0,2,3
243149,1,1,4,1,0,0,9
243150,1,2,4,1,0,0,2
243151,1,1,4,1,1,0,9
243152,3,2,4,2,0,0,2
243153,3,2,4,2,0,1,2
243154,1,1,40,2,0,0,2
243155,1,2,4,1,1,0,2
243156,1,1,4,1,0,2,2
243157,1,1,411,1,0,2,3
243158,1,2,48,1,0,1,1
243159,1,1,453,1,0,2,1
243160,1,2,48,1,0,1,2
243161,1,1,48,2,0,2,3
243162,1,1,200,1,1,1,2
243163,1,1,4,1,0,0,2
243164,1,1,4,1,0,2,2
243165,3,2,4,2,0,1,2
243166,3,2,4,2,0,2,2
243167,1,1,4,1,0,2,2
243168,1,1,48,1,0,2,2
243169,1,1,4,1,1,0,1
243170,1,2,48,1,0,1,9
243171,3,2,4,1,1,1,1
243172,1,1,4,2,1,0,9
243173,1,2,410,1,0,1,2
243174,1,1,4,1,1,0,9
243175,1,1,4,1,0,0,9
243176,1,1,40,2,0,2,1
243177,1,2,40,1,0,2,3
243178,1,1,20,1,0,0,9
243179,1,2,200,1,1,1,1
243180,1,1,40,1,0,2,2
243181,1,1,465,1,0,2,2
243182,1,1,4,1,1,0,9
243183,1,1,4,1,1,0,9
243184,1,1,4,1,0,0,9
243185,1,1,35,2,1,2,3
243186,1,1,40,1,0,2,9
243187,1,2,6,1,0,2,3
243188,1,1,35,2,0,2,2
243189,1,1,48,1,0,2,3
243190,1,1,18,1,0,1,2
243191,3,2,4,2,0,0,2
243192,1,1,4,1,0,0,2
243193,1,2,48,1,1,1,2
243194,1,1,600,1,0,2,2
243195,1,2,4,1,1,0,9
243196,1,1,4,1,1,1,2
243197,1,1,4,1,1,1,1
243198,1,2,48,1,0,1,2
243199,1,2,1,2,0,1,2
243200,1,1,40,2,0,2,3
243201,1,1,426,1,0,2,2
243202,3,1,4,2,0,0,9
