ID,F37,F41,F2,F17,F22,F32,F47,F1,F3,F5,F9,F10,F11,F12,F13,F15,F18,F21,F23,F25,F30,F33,F36,F43,F50
242598,1,2,0,9,102,0,0,24,40,0,999,5,1,1,1,2,0,132,2,6,2,0,1,1,52
242599,1,2,0,9,995,0,0,1,42,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,2,0
242600,1,1,0,9,995,0,0,12,4,0,999,1,3,4,1,1,1,999998,0,6,2,0,1,2,0
242601,1,2,18,9,995,0,0,54,29,0,999,0,3,4,1,1,0,0,1,1,2,1,1,1,0
242602,1,2,0,9,995,0,0,7,4,0,999,1,3,4,1,1,0,999998,0,6,1,0,1,1,0
242603,1,1,0,9,995,0,0,1,4,0,999,0,3,3,1,1,1,999998,0,6,9,0,2,2,0
242604,1,2,0,9,995,0,0,75,4,0,999,99,3,3,1,1,0,0,1,6,3,0,1,1,0
242605,1,2,0,9,995,0,0,0,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,1,0
242606,1,1,0,9,58,0,0,59,20,0,999,99,1,12,2,1,1,0,2,1,9,0,1,1,52
242607,1,1,0,9,101,0,0,38,40,0,999,9,1,2,1,1,0,460,2,1,2,0,2,2,16
242608,1,1,0,9,21,0,0,46,48,0,26,2,1,6,1,1,0,330,2,6,2,0,1,1,25
242609,1,1,0,9,995,0,0,6,4,0,999,0,3,4,1,1,0,999998,0,6,2,0,2,2,0
242610,1,2,0,9,995,0,0,3,4,0,999,0,3,9,1,1,4,999998,0,6,2,0,2,1,0
242611,1,2,0,9,995,0,0,24,40,0,999,2,3,3,2,1,0,0,1,1,2,0,2,1,0
242612,1,1,0,9,995,0,0,4,4,0,999,0,3,7,1,1,1,999998,0,6,9,0,2,2,0
242613,1,2,0,9,995,0,0,41,26,0,999,6,3,6,1,1,0,0,1,1,1,0,1,2,0
242614,1,2,0,9,995,0,0,15,40,0,999,2,3,8,1,1,0,0,1,6,3,0,2,1,0
242615,1,1,0,9,995,0,0,5,48,0,999,0,3,11,2,1,1,999998,0,6,3,3,1,1,0
242616,1,1,0,9,11,0,0,19,4,0,999,2,1,9,1,1,1,160,2,6,2,0,2,1,52
242617,1,2,0,9,995,0,0,48,4,0,999,6,3,9,2,1,0,0,1,1,1,0,1,1,0
242618,1,1,0,9,90,0,0,43,426,2,999,2,1,2,1,1,0,1200,2,1,1,0,2,2,52
242619,1,1,0,9,87,0,0,25,18,0,999,8,1,2,1,1,0,0,2,6,3,0,2,2,0
242620,1,1,0,9,91,0,0,18,4,0,999,6,1,6,1,1,0,100,2,6,1,0,1,2,13
242621,1,1,0,9,75,0,0,66,414,2,999,2,1,2,1,1,0,700,2,1,2,0,2,2,29
242622,1,1,0,9,995,0,0,19,40,0,999,6,3,3,1,1,0,999998,1,6,3,0,2,2,0
242623,1,2,0,9,995,0,0,15,4,0,999,2,3,7,1,1,0,0,1,6,9,0,2,2,0
242624,1,1,0,9,11,0,0,23,4,0,999,2,1,8,1,1,1,0,2,6,2,0,1,2,30
242625,1,2,0,9,995,0,0,48,48,0,999,7,3,3,1,1,0,0,1,1,3,0,2,2,0
242626,1,1,0,9,995,0,0,58,22,0,999,2,3,1,1,1,0,0,1,6,3,0,2,1,0
242627,3,1,0,9,1,0,0,39,4,0,999,2,1,8,2,1,1,0,2,1,2,0,1,1,52
242628,1,2,0,9,118,0,0,27,20,0,10,2,2,4,1,1,0,352,2,6,3,0,2,1,32
242629,3,2,0,9,118,0,0,19,4,0,999,2,1,1,1,6,0,1000,2,6,1,0,0,1,52
242630,1,1,0,9,995,0,0,12,4,0,999,2,3,5,1,1,0,999998,0,6,1,0,1,1,0
242631,1,2,0,9,84,0,0,37,5,0,999,1,1,1,1,1,0,2600,2,6,9,0,2,1,52
242632,3,1,0,9,999,0,0,15,4,0,999,2,1,4,2,1,0,0,2,6,1,0,1,1,0
242633,1,2,0,9,995,0,0,11,4,0,999,2,3,3,1,1,0,999998,0,6,2,0,2,1,0
242634,1,1,0,9,75,0,0,38,31,0,999,4,1,6,1,1,0,360,2,6,3,0,2,1,37
242635,1,1,0,9,995,0,0,7,35,0,999,0,3,3,1,1,0,999998,0,6,3,1,2,1,0
242636,1,2,0,9,995,0,0,38,48,0,999,3,3,4,2,1,0,0,1,1,2,0,1,1,0
242637,1,1,0,9,995,0,0,15,48,0,999,3,3,7,1,1,0,0,1,6,3,0,2,1,0
242638,1,2,0,9,995,0,0,27,48,0,999,3,3,5,1,1,0,0,1,1,9,0,2,2,0
242639,1,2,0,9,995,0,0,66,19,0,999,2,3,1,1,1,0,0,1,5,2,0,2,2,0
242640,1,2,0,9,102,0,0,34,42,0,999,2,1,4,1,1,0,1990,2,1,2,0,1,2,52
242641,3,2,0,9,23,0,0,15,4,0,999,2,1,6,2,1,0,150,2,6,2,0,1,1,26
242642,1,1,0,9,123,0,0,40,4,0,999,7,1,3,1,1,0,1800,2,1,1,0,2,2,32
242643,1,2,0,9,995,0,0,6,4,0,999,1,3,9,1,1,1,999998,0,6,2,0,1,1,0
242644,1,2,0,9,995,0,0,32,35,0,999,2,3,3,1,1,0,0,1,1,2,0,2,1,0
242645,1,2,0,9,995,0,0,4,40,0,999,99,3,3,1,1,0,999998,0,6,9,0,2,2,0
242646,1,1,0,9,995,0,0,22,55,0,999,6,3,7,2,1,0,0,1,2,1,0,1,1,0
242647,3,2,0,9,995,0,0,1,4,0,999,0,3,4,2,1,0,999998,0,6,9,0,1,1,0
242648,1,2,0,9,995,0,0,48,16,0,999,2,3,5,1,1,0,0,1,1,1,0,1,1,0
242649,1,2,0,9,118,0,0,22,4,0,999,6,1,6,1,1,0,180,2,6,1,1,1,1,52
242650,1,1,0,9,128,0,0,44,200,2,999,2,1,5,1,1,1,200,2,1,1,0,1,2,8
242651,1,1,0,9,110,0,0,39,39,0,999,10,1,4,1,1,0,130,2,1,2,0,2,2,16
242652,1,2,0,9,995,0,0,52,48,0,999,2,3,4,1,1,0,0,1,1,2,0,1,2,0
242653,1,1,0,9,11,0,0,47,455,2,999,2,1,4,1,1,0,0,2,5,2,0,2,2,0
242654,1,1,0,9,11,0,0,61,28,0,91,2,1,4,1,1,0,800,2,1,3,0,2,2,52
242655,1,1,0,9,90,0,0,48,150,3,999,1,1,5,1,1,0,208,2,1,3,0,2,2,52
242656,1,2,34,9,131,0,0,19,48,0,999,6,3,2,1,1,0,0,1,6,2,1,2,2,6
242657,1,1,0,9,995,0,0,0,4,0,999,0,3,6,1,1,0,999998,0,6,9,0,1,1,0
242658,1,2,0,9,995,0,0,41,55,0,999,1,3,7,1,1,0,0,1,1,9,0,1,1,0
242659,1,2,0,9,995,0,0,13,4,0,999,2,3,10,2,1,0,999998,0,6,9,0,2,1,0
242660,3,1,0,9,995,0,0,5,4,0,999,0,3,8,2,1,0,999998,0,6,1,0,1,1,0
242661,1,1,0,9,102,0,0,44,29,0,999,6,1,2,1,1,0,230,2,1,9,0,2,2,10
242662,1,1,0,9,5,0,0,28,53,0,999,2,1,3,1,1,0,300,2,1,2,0,1,1,29
242663,1,2,0,9,995,0,0,38,42,0,999,2,3,5,1,1,0,0,1,1,2,0,1,1,0
242664,1,2,0,9,120,0,0,28,200,3,999,10,3,6,1,1,1,35,1,1,2,0,1,1,0
242665,1,1,0,9,11,0,0,62,20,0,999,2,1,3,1,1,0,413,2,1,2,0,2,1,52
242666,1,2,0,9,995,0,0,77,19,0,999,2,3,2,1,1,0,0,1,5,2,0,1,1,0
242667,1,2,0,9,995,0,0,40,4,0,999,6,3,3,2,1,0,0,1,1,2,0,1,1,0
242668,1,2,0,9,995,0,0,66,21,0,999,0,3,1,1,1,0,0,1,5,3,0,2,2,0
242669,1,1,0,9,1,0,0,56,5,0,999,2,1,4,2,1,0,200,2,1,1,0,1,1,16
242670,1,2,0,9,995,0,0,25,4,0,999,5,3,6,1,1,0,0,1,1,2,0,2,1,0
242671,1,1,0,9,995,0,1,18,48,0,999,5,3,9,1,1,0,999998,1,6,3,4,2,2,0
242672,2,2,0,9,995,0,0,29,26,0,999,2,3,3,1,1,0,0,1,1,3,0,2,1,0
242673,3,2,0,9,995,0,0,24,4,0,999,2,3,6,2,1,0,1040,1,6,2,0,1,1,16
242674,3,1,0,9,995,0,0,6,4,0,999,0,3,5,2,1,0,999998,0,6,2,0,1,1,0
242675,1,2,0,9,995,0,0,4,40,0,999,0,3,5,2,1,0,999998,0,6,9,0,2,1,0
242676,1,2,0,9,995,0,0,54,414,2,999,2,3,1,2,1,0,999998,1,4,3,0,2,1,0
242677,1,2,0,9,995,0,0,5,40,0,999,99,3,9,1,1,0,999998,0,6,3,0,2,1,0
242678,1,1,0,9,1,0,1,24,515,1,999,2,1,7,1,1,0,0,2,6,2,1,2,1,0
242679,1,1,0,9,1,0,0,22,4,0,999,4,1,3,2,1,0,720,2,6,1,0,2,1,50
242680,1,2,0,9,121,0,0,48,17,0,999,2,1,1,1,1,0,0,2,4,1,0,1,1,50
242681,1,1,0,9,11,0,0,52,48,0,999,2,1,5,1,1,0,1980,2,1,2,0,2,1,50
242682,1,1,0,9,995,0,0,0,4,0,999,0,3,8,1,1,1,999998,0,6,9,0,1,1,0
242683,1,2,0,9,131,0,0,22,40,0,999,7,1,1,1,2,0,0,2,6,2,0,1,2,4
242684,1,1,0,9,995,0,0,25,5,0,999,2,3,1,1,6,0,660,1,2,9,0,0,1,39
242685,3,1,0,9,11,0,0,22,4,0,999,1,1,10,2,1,0,3000,2,6,1,0,1,1,52
242686,3,1,0,9,1,0,0,73,4,0,999,0,1,2,2,1,0,0,2,1,9,0,1,1,25
242687,1,2,23,9,119,1,0,23,200,3,5,2,2,3,1,1,1,1250,2,1,1,5,1,1,52
242688,1,1,0,9,995,0,0,7,48,0,999,1,3,7,1,1,0,999998,0,6,3,0,2,1,0
242689,1,2,0,9,995,0,0,38,4,0,999,1,3,9,1,1,0,0,1,1,1,0,1,1,0
242690,1,1,0,9,995,0,0,3,4,0,999,0,3,4,1,1,1,999998,0,6,9,0,2,2,0
242691,1,2,0,9,995,0,0,28,4,0,999,4,3,2,1,1,0,0,1,1,2,0,2,2,0
242692,1,2,0,9,995,0,0,4,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,1,0
242693,1,2,0,9,995,0,0,28,5,0,999,2,3,9,2,1,0,999998,1,4,9,0,2,1,0
242694,1,1,0,9,91,0,0,24,29,0,999,1,1,1,1,1,0,850,2,6,2,0,2,2,48
242695,1,1,0,9,995,0,0,15,5,0,999,2,3,7,2,1,0,0,1,6,3,0,2,1,0
242696,1,1,0,9,995,0,0,0,4,0,999,0,3,4,1,1,0,999998,0,6,1,0,1,1,0
242697,1,1,0,9,1,0,0,54,411,2,999,6,1,1,2,1,0,1950,2,2,3,0,1,1,52
242698,3,1,0,9,1,0,0,15,4,0,999,0,1,7,2,1,0,0,2,6,1,0,1,1,52
242699,1,1,0,9,5,0,0,22,47,0,999,4,1,1,1,4,0,600,2,6,3,0,0,1,32
242700,1,1,0,9,5,0,0,53,47,0,999,2,1,4,1,1,0,720,2,1,2,0,1,1,52
242701,1,1,0,9,1,0,0,24,5,0,26,1,2,6,2,1,0,250,2,1,3,0,2,1,52
242702,1,2,0,9,995,0,0,27,35,0,999,3,3,3,1,1,0,0,1,1,9,0,2,1,0
242703,1,1,0,9,11,0,0,54,4,0,999,2,1,2,1,1,0,90,2,1,2,0,1,1,8
242704,3,2,0,9,995,0,0,6,4,0,999,0,3,6,2,1,0,999998,0,6,2,0,1,1,0
242705,1,1,0,9,130,0,0,23,40,0,999,6,1,2,1,1,0,650,2,1,9,0,2,2,16
242706,1,1,0,9,1,0,0,37,40,0,999,6,1,5,2,1,0,0,2,1,3,0,2,1,52
242707,1,2,0,9,995,0,0,52,17,0,999,6,3,5,1,1,0,0,1,6,2,0,2,1,0
242708,3,1,0,9,995,0,0,0,4,0,999,99,3,5,2,1,0,999998,0,6,9,0,1,1,0
242709,1,2,0,9,995,0,0,28,39,0,999,6,3,2,1,1,0,0,1,1,3,0,2,1,0
242710,1,1,0,9,995,0,0,1,4,0,999,0,3,7,2,1,0,999998,0,6,9,1,1,1,0
242711,1,1,0,9,1,0,0,20,4,0,999,0,1,5,2,1,1,100,2,6,2,0,2,1,4
242712,1,1,0,9,33,0,0,45,40,0,999,2,1,4,1,1,0,700,2,1,3,0,2,1,30
242713,1,2,0,9,995,0,0,5,4,0,999,0,3,4,2,1,0,999998,0,6,2,0,2,1,0
242714,1,2,0,9,995,0,0,6,4,0,999,0,3,7,1,1,0,999998,0,6,1,0,1,2,0
242715,3,2,26,9,995,0,0,34,4,0,999,2,3,12,2,1,0,0,1,1,1,1,1,1,0
242716,1,1,0,9,995,0,0,7,4,0,999,1,3,7,1,1,1,999998,0,6,2,0,2,2,0
242717,1,2,0,9,995,0,0,6,4,0,999,1,3,8,1,1,1,999998,0,6,2,0,2,2,0
242718,1,1,0,9,995,0,0,4,6,0,999,0,3,8,1,1,1,999998,0,6,9,0,2,1,0
242719,1,2,0,9,1,0,0,29,4,0,16,10,2,6,1,1,0,999998,2,1,1,0,1,2,52
242720,1,2,0,9,995,0,0,8,6,0,999,1,3,8,1,1,0,999998,0,6,3,0,2,1,0
242721,1,2,0,9,995,0,0,57,48,0,999,2,3,4,1,1,0,0,1,1,3,0,2,2,0
242722,1,2,16,9,995,0,0,26,31,0,999,6,3,4,1,1,0,0,1,1,3,3,2,1,0
242723,1,2,0,9,124,0,0,45,17,0,999,2,1,1,1,1,0,0,2,6,3,0,2,2,52
242724,1,2,0,9,1,0,0,22,48,0,999,2,3,5,1,1,0,0,1,2,3,1,2,1,6
242725,1,2,0,9,995,0,0,2,4,0,999,99,3,6,1,1,1,0,0,6,9,2,1,1,0
242726,1,1,0,9,995,0,0,13,40,0,999,2,3,6,2,1,0,999998,0,6,2,0,2,1,0
242727,1,2,0,9,995,0,0,11,4,0,999,1,3,6,1,1,0,0,0,6,2,0,1,1,0
242728,1,2,0,9,995,0,0,37,35,0,999,2,3,12,2,1,0,0,1,1,9,0,1,1,0
242729,1,2,0,9,995,0,0,7,4,0,999,0,3,10,1,1,1,999998,0,6,2,0,2,1,0
242730,1,2,0,9,124,0,0,30,48,0,999,6,1,3,1,1,0,1100,2,6,3,0,2,1,52
242731,1,2,0,9,995,0,0,23,49,0,999,7,1,2,1,1,0,0,2,1,2,0,2,1,4
242732,2,1,0,9,75,0,0,49,48,0,999,4,1,1,1,1,0,252,2,6,2,0,2,2,52
242733,1,2,0,9,995,0,0,38,4,0,999,1,3,7,1,1,0,0,1,4,2,0,2,2,0
242734,3,1,0,9,995,0,0,9,4,0,999,0,3,5,2,1,0,999998,0,6,2,0,1,1,0
242735,1,1,0,9,77,0,0,43,39,0,999,8,1,2,1,1,0,0,2,1,9,0,2,2,16
242736,1,1,0,9,995,0,0,15,39,0,999,4,3,7,1,1,0,0,1,6,2,0,1,1,0
242737,1,2,0,9,995,0,0,5,48,0,999,0,3,6,2,1,0,999998,0,6,3,0,2,1,0
242738,1,1,0,9,11,0,0,22,5,0,999,6,1,3,1,1,0,2100,2,1,3,0,1,1,52
242739,3,2,0,9,24,0,0,20,4,0,999,0,1,2,2,1,0,0,2,1,2,0,1,1,38
242740,2,2,0,9,995,0,0,29,26,0,999,1,3,12,1,1,0,0,1,1,2,0,2,1,0
242741,1,2,0,9,995,0,0,5,4,0,999,0,3,8,1,1,1,999998,0,6,2,0,2,1,0
242742,1,1,0,9,995,0,0,13,40,0,999,2,3,6,2,1,0,999998,0,6,2,0,2,1,0
242743,1,2,0,9,995,0,0,5,4,0,999,0,3,11,1,1,1,999998,0,6,2,0,2,2,0
242744,1,1,0,9,995,0,0,4,19,0,999,0,3,6,1,1,0,999998,0,6,9,0,2,1,0
242745,1,1,0,9,995,0,0,5,20,0,999,0,3,6,1,1,0,999998,0,6,9,0,1,2,0
242746,1,1,0,9,116,0,0,24,4,0,999,6,1,5,1,1,1,999998,2,1,2,0,2,1,43
242747,1,1,0,9,995,0,0,11,40,0,999,1,3,4,1,1,0,999998,0,6,3,0,1,2,0
242748,1,2,19,9,130,0,0,44,47,0,999,6,3,11,2,1,0,600,1,1,1,1,1,1,40
242749,1,1,0,9,1,0,0,70,39,0,999,2,1,2,1,1,0,0,2,1,2,0,2,1,52
242750,1,2,0,9,995,0,0,21,4,0,999,0,3,1,1,3,1,0,1,6,2,0,0,1,0
242751,1,1,0,9,75,12,9,46,465,3,999,0,1,7,1,1,0,0,2,1,2,5,1,1,52
242752,1,1,0,9,995,0,0,6,8,0,999,1,3,7,1,1,0,999998,0,6,3,0,2,1,0
242753,1,2,0,9,995,0,0,4,48,0,999,0,3,7,1,1,0,999998,0,6,2,0,2,1,0
242754,1,1,0,9,1,0,9,45,8,0,8,2,2,2,1,1,0,805,2,1,9,1,2,1,18
242755,1,2,0,9,995,0,0,22,4,0,999,1,1,2,1,1,1,0,2,1,2,0,2,2,0
242756,1,2,0,9,995,0,0,45,28,0,999,6,3,3,1,1,0,0,1,1,2,0,2,1,0
242757,1,2,0,9,995,0,0,26,4,0,999,6,3,3,1,1,0,0,1,1,1,0,1,2,0
242758,2,2,0,9,995,0,0,52,438,3,999,6,3,3,1,1,4,0,1,6,1,0,1,2,0
242759,1,2,0,9,995,0,0,23,49,0,999,7,3,3,1,1,0,0,1,6,3,0,2,2,0
242760,1,1,0,9,995,0,0,9,4,0,999,1,3,6,1,1,1,999998,0,6,2,0,2,1,0
242761,1,1,0,9,995,0,0,2,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,1,0
242762,2,2,0,9,995,0,0,13,19,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,1,0
242763,2,1,0,9,131,0,0,25,4,0,52,7,2,3,1,1,0,520,2,1,2,0,1,2,52
242764,1,1,0,9,11,0,0,20,5,0,999,6,1,3,1,1,0,1152,2,1,3,0,1,2,52
242765,1,1,0,9,11,0,0,64,29,0,999,2,3,2,1,1,0,1800,1,1,2,0,2,1,24
242766,1,1,0,9,995,0,0,10,29,0,999,1,3,4,1,1,0,999998,0,6,3,0,2,2,0
242767,1,2,0,9,30,0,0,34,4,0,999,4,1,8,1,1,0,180,2,1,2,0,1,1,26
242768,1,2,16,9,995,0,0,17,4,0,999,2,3,7,1,1,0,0,1,6,2,1,2,2,0
242769,1,1,0,9,131,0,0,41,6,0,999,7,1,2,2,1,0,0,2,1,1,0,1,1,0
242770,1,2,0,9,995,0,0,30,55,0,999,2,3,5,2,1,0,0,1,1,9,0,1,1,0
242771,1,2,0,9,995,0,0,43,4,0,999,0,3,2,1,1,1,0,1,1,1,0,2,2,0
242772,3,1,0,9,1,0,0,38,4,0,999,0,1,9,2,1,0,0,2,1,9,0,1,1,52
242773,1,2,0,9,995,0,0,27,4,0,999,3,3,6,1,1,0,0,1,1,9,0,2,1,0
242774,1,2,0,9,995,0,0,44,48,0,999,2,3,2,1,1,0,999998,1,1,3,0,2,2,0
242775,3,1,0,9,1,0,0,36,4,0,999,0,1,4,2,1,0,320,2,4,1,0,1,1,36
242776,1,2,0,9,995,0,0,23,4,0,999,5,3,3,1,1,0,0,1,1,2,0,2,1,0
242777,1,1,0,9,5,0,0,40,6,0,999,6,1,3,1,1,0,240,2,1,2,0,1,1,24
242778,1,1,0,9,101,0,0,47,36,0,999,10,1,3,1,1,0,300,2,1,3,0,1,1,13
242779,1,2,0,9,995,0,0,5,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,1,1,0
242780,1,1,0,9,999,0,0,51,26,0,999,2,1,2,1,1,0,0,2,1,1,0,1,2,52
242781,1,2,0,9,39,0,0,51,46,0,36,2,2,5,1,1,0,0,2,1,2,0,2,1,0
242782,1,1,0,9,995,0,0,15,4,0,999,2,3,7,1,1,1,0,1,6,2,0,1,2,0
242783,1,2,0,9,995,0,0,0,4,0,999,0,3,6,1,1,0,999998,0,6,9,0,2,1,0
242784,1,1,0,9,11,0,0,43,40,0,999,1,1,2,1,1,0,688,2,1,3,0,2,1,20
242785,1,1,0,9,995,0,0,12,40,0,999,2,3,9,1,1,0,999998,0,6,2,0,2,1,0
242786,1,1,0,9,5,0,0,45,200,3,999,0,1,4,1,1,1,998,2,1,1,0,2,1,52
242787,1,2,0,9,995,0,0,11,4,0,999,1,3,9,1,1,1,999998,0,6,2,0,2,2,0
242788,1,1,0,9,995,0,0,9,36,0,999,1,3,4,1,1,0,999998,0,6,3,1,2,1,0
242789,1,1,0,9,11,0,0,46,4,0,999,2,1,3,1,1,0,832,2,1,1,0,2,2,52
242790,1,1,0,9,1,0,1,20,5,0,999,2,1,1,1,1,0,1200,2,6,2,1,2,1,50
242791,1,1,0,9,111,0,0,27,4,0,999,10,1,4,1,1,0,1000,2,1,1,0,1,2,52
242792,1,1,0,9,995,0,0,14,5,0,999,3,3,7,1,1,0,130,1,6,1,0,1,1,0
242793,1,2,0,9,995,0,0,12,35,0,999,2,3,7,1,1,0,0,0,6,3,0,2,1,0
242794,1,1,0,9,995,0,0,0,4,0,999,0,3,3,2,1,0,999998,0,6,9,0,2,1,0
242795,1,2,0,9,995,0,0,25,4,0,999,5,3,2,1,1,0,0,1,1,1,0,1,1,0
242796,1,1,0,9,5,0,0,22,46,0,22,2,2,1,1,6,0,1500,2,2,2,0,0,2,42
242797,1,1,0,9,995,0,0,77,33,0,999,2,3,3,1,1,0,0,1,1,1,0,2,2,0
242798,1,2,0,9,119,0,0,34,47,0,999,2,1,1,1,1,0,420,2,6,3,0,2,2,23
242799,1,2,0,9,995,0,0,14,4,0,999,1,3,5,1,1,0,0,1,6,1,0,1,1,0
242800,1,1,0,9,995,0,0,15,39,0,999,3,2,6,1,1,0,0,2,6,2,0,2,1,0
242801,1,2,0,9,125,0,0,29,6,0,999,6,1,1,1,1,0,2500,2,4,2,0,2,1,52
242802,1,2,0,9,995,0,0,58,200,3,999,0,3,6,1,1,1,0,1,1,1,0,1,1,0
242803,1,2,0,9,995,0,0,29,20,0,999,3,3,5,1,1,0,0,1,1,2,0,2,1,0
242804,1,2,0,9,995,0,0,52,200,4,999,1,3,7,1,1,1,0,1,1,2,0,2,2,0
242805,1,2,0,9,995,0,0,55,21,0,999,2,3,2,1,1,0,0,1,1,2,0,2,1,0
242806,3,1,0,9,995,0,0,2,4,0,999,0,3,5,2,1,0,999998,0,6,9,0,1,1,0
242807,1,1,0,9,11,0,0,45,29,0,999,6,1,7,1,1,0,2712,2,1,2,0,1,1,52
242808,1,1,0,9,5,0,0,21,200,4,999,2,1,10,1,1,1,1308,2,6,1,0,1,1,52
242809,1,2,0,9,995,0,0,41,4,0,999,2,3,10,1,1,1,0,1,1,2,0,1,1,0
242810,3,1,0,9,995,0,0,12,4,0,999,0,3,7,2,1,0,999998,0,6,2,0,1,1,0
242811,3,1,0,9,1,0,0,50,4,0,999,2,1,8,1,1,0,120,2,1,2,0,1,1,13
242812,1,1,0,9,995,0,0,1,4,0,999,0,3,8,1,1,1,999998,0,6,9,0,1,1,0
242813,1,1,0,9,60,0,0,28,4,0,999,4,1,4,1,1,0,900,2,1,2,0,2,1,52
242814,3,2,0,9,995,0,0,4,4,0,999,0,3,4,2,1,0,999998,0,6,9,0,1,1,0
242815,1,1,0,9,995,0,0,55,24,0,999,8,3,2,1,1,0,0,1,1,2,0,1,1,0
242816,1,1,0,9,995,0,0,4,40,0,999,0,3,5,1,1,0,999998,0,6,9,0,2,1,0
242817,1,1,0,9,995,0,0,43,42,0,999,7,3,8,1,1,0,0,1,1,9,0,2,2,0
242818,1,2,0,9,995,0,0,35,20,0,999,9,3,2,1,1,0,0,1,1,2,0,2,1,0
242819,1,1,0,9,1,0,0,42,5,0,999,1,1,6,1,1,0,0,2,1,2,0,2,1,13
242820,1,2,0,9,995,0,0,7,4,0,999,1,3,9,1,1,1,0,0,6,2,0,1,1,0
242821,1,2,0,9,995,0,0,44,4,0,999,7,3,6,2,1,1,0,1,1,2,0,1,1,0
242822,1,1,0,9,995,0,0,8,4,0,999,1,3,9,1,1,0,999998,0,6,2,0,1,2,0
242823,1,2,0,9,995,0,0,68,4,0,999,2,3,1,1,1,0,0,1,5,2,0,2,2,0
242824,3,2,0,9,995,0,0,14,4,0,999,2,3,4,2,1,0,0,1,6,2,0,1,1,0
242825,1,1,0,9,995,0,0,6,4,0,999,0,3,8,2,1,1,999998,0,6,1,0,2,1,0
242826,1,2,22,9,995,0,0,38,4,0,999,5,3,8,1,1,0,0,1,1,2,1,1,2,0
242827,2,1,0,9,1,0,0,45,200,3,999,0,1,12,1,1,1,920,2,1,2,0,2,1,52
242828,1,2,0,9,995,0,0,8,4,0,999,1,3,7,1,1,1,999998,0,6,2,0,1,2,0
242829,1,1,0,9,995,0,0,13,4,0,999,2,3,3,1,1,0,0,0,6,2,0,2,2,0
242830,1,2,0,9,131,0,0,48,48,0,999,2,1,3,1,1,0,0,2,1,2,0,1,2,0
242831,3,2,0,9,995,0,0,17,4,0,999,2,3,2,1,1,0,0,1,5,1,1,1,1,0
242832,1,1,0,9,995,0,0,52,17,0,999,2,3,1,1,1,0,2400,1,6,2,0,1,1,26
242833,1,1,0,9,11,0,0,32,35,0,999,4,1,8,1,1,1,2000,2,1,1,0,2,1,45
242834,1,2,0,9,119,0,0,44,48,0,999,2,1,2,1,1,0,587,2,1,1,0,2,1,30
242835,4,1,0,9,995,0,0,0,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,2,0
242836,1,2,0,9,995,0,0,10,4,0,999,1,3,6,1,1,0,999998,0,6,2,0,2,2,0
242837,1,2,0,9,995,0,0,5,6,0,999,0,3,5,1,1,0,999998,0,6,2,0,2,1,0
242838,1,2,0,9,995,0,0,16,4,0,999,2,3,6,2,1,0,42,1,6,2,0,2,1,2
242839,1,1,0,9,995,0,0,14,4,0,999,2,3,5,1,1,0,0,1,6,2,0,2,1,0
242840,1,1,0,9,995,0,0,12,4,0,999,2,3,5,2,1,0,999998,0,6,1,0,1,1,0
242841,1,1,0,9,1,0,0,42,150,3,999,0,1,7,2,1,2,998,2,1,2,0,2,1,40
242842,1,2,0,9,995,0,0,40,5,0,999,10,3,2,1,1,0,0,1,1,9,0,2,2,0
242843,1,1,0,9,19,0,0,33,34,0,32,0,1,6,1,1,0,624,2,1,2,0,2,1,52
242844,1,1,0,9,995,0,0,16,4,0,999,2,3,10,1,1,1,0,1,6,1,0,1,2,0
242845,1,1,0,9,995,0,0,45,30,0,999,2,3,6,1,1,0,0,1,1,3,0,2,2,0
242846,1,2,0,9,995,0,0,5,40,0,999,0,3,5,2,1,0,999998,0,6,3,0,2,1,0
242847,1,2,0,9,995,0,0,17,4,0,999,2,3,5,1,1,1,0,1,6,2,0,2,1,0
242848,1,1,0,9,995,0,0,1,4,0,999,0,3,5,1,1,1,999998,0,6,9,0,2,2,0
242849,1,1,0,9,5,0,0,57,49,0,999,1,1,4,1,1,0,0,2,5,1,0,1,1,52
242850,1,1,0,9,995,0,0,10,29,0,999,1,3,4,1,1,0,999998,0,6,3,0,2,2,0
242851,1,1,0,9,995,0,0,18,35,0,999,6,3,4,1,1,0,0,1,6,2,0,2,2,0
242852,1,1,0,9,995,0,0,2,4,0,999,0,3,5,1,1,1,999998,0,6,9,4,2,1,0
242853,1,1,0,9,995,0,0,2,4,0,999,0,3,7,1,1,1,999998,0,6,9,0,1,2,0
242854,1,2,0,9,995,0,0,27,200,3,999,1,3,7,1,1,1,0,1,1,2,0,1,1,0
242855,1,1,0,9,995,0,0,8,4,0,999,1,3,6,1,1,1,999998,0,6,1,0,1,1,0
242856,1,2,0,9,995,0,0,9,4,0,999,1,3,9,1,1,0,999998,0,6,2,0,1,1,0
242857,1,2,0,9,995,0,0,33,6,0,999,5,3,5,2,1,0,0,1,1,2,0,2,1,0
